clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
COX7B	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00028003.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	34	2	9161	1	1	1	0	0	0.754	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=84027&representative=IPI00028003.1	9147868.455	8052513.327	7519182.524	7232784.105	7429881.758	5224029.809	5999254.965	5776401.728	10148545.053	11489619.825	P0140713A	1.0	0.880261	0.82196	0.790652	0.812198	0.571065	0.655809	0.631448	1.109389	1.255989	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.183996744345	-0.282859906827	-0.338885252714	-0.300096620191	-0.808273128913	-0.608652394184	-0.663264162507	0.149765325795	0.328823829106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7250178074	10.3210778137	9.63749636595	9.27041341332	9.52303767247	6.69575025466	7.68937284593	7.40373710629	13.007606313	14.7264904072	1	7.0255	n/d	
EPS15	n/d	n/d	UIM, EH, EFh	n/d	n/d	n/d	0	IPI00292134.6	 	P0140713A	46382	QV1_46382	R1	s01	F1	125	1	98656	2	2	2	0	0	0.686	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=13716&representative=IPI00292134.6	13358580.401	10515898.21	3492887.381	3465338.052	405036.986	400651.661	52942.613	111968.986	0.0	271115.431	P0140713A	1.0	0.787202	0.261471	0.259409	0.03032	0.029992	0.003963	0.008382	0.0	0.020295	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.345194208831	-1.93527715024	-1.94669956121	-5.04358643627	-5.05927845904	-7.97919131736	-6.89848976319	n/d	-5.62273184974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.648704847	32.7859344034	10.8899472271	10.8040553255	1.26280378421	1.24913144021	0.165061795227	0.349091229004	0.0	0.845269948321	2	5.4048	0.4884	
UNC93B1	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00008490.2	 	P0140713A	46382	QV1_46382	R1	s01	F1	114	1	66631	3	2	2	1	0	0.992	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1163907&representative=IPI00008490.2	36042795.494	31894574.893	22851165.437	23385169.384	19553040.397	15649427.15	9494595.477	9822515.395	8441815.955	8019883.119	P0140713A	1.0	0.884908	0.634001	0.648817	0.542495	0.43419	0.263426	0.272524	0.234216	0.22251	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.176400622565	-0.65744297898	-0.624116474015	-0.88231825412	-1.20360159583	-1.92453034907	-1.87554480754	-2.09408846084	-2.16805792004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.4662843896	17.2258798698	12.3416421765	12.6300513456	10.5603641402	8.45206913782	5.12791788722	5.3050235277	4.55932421145	4.33144331414	2	5.5369	1.9249	
ARHGDIB	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00003817.3	 	P0140713A	46382	QV1_46382	R1	s01	F1	50	1	22988	2	1	1	1	0	0.789	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1166350&representative=IPI00003817.3	4098953.573	4487891.056	2601516.535	2750566.954	2201178.464	1376192.795	1214325.971	952368.304	892013.236	1496595.351	P0140713A	1.0	1.094887	0.634678	0.671041	0.53701	0.335742	0.296253	0.232344	0.21762	0.365116	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.130781981286	-0.655903259894	-0.575527178403	-0.896979141097	-1.5745750711	-1.75509833138	-2.10566570539	-2.20011694375	-1.4535732034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.5711645608	20.3333269937	11.7867135645	12.4620175926	9.97289838846	6.23512865128	5.50175722565	4.31490334815	4.04145211725	6.78063755768	1	6.7683	n/d	
SNRPC	n/d	n/d	ZnF_U1	n/d	n/d	n/d	0	IPI00641788.1	IPI00888771.1,IPI00644813.1	P0140713A	46382	QV1_46382	R1	s01	F1	43	2	19687	1	1	1	0	0	0.945	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1174949&representative=IPI00641788.1	19551598.477	16162555.782	14811785.099	15479003.372	22188281.218	16345926.685	17975876.031	18702004.722	14320386.716	13656595.842	P0140713A	1.0	0.826662	0.757574	0.7917	1.134858	0.83604	0.919407	0.956546	0.732441	0.69849	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.274630524378	-0.40054127664	-0.336974243502	0.182511790457	-0.258356125762	-0.121224444583	-0.0640937458914	-0.449215543456	-0.517688633589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5557270741	9.55267589275	8.75431982121	9.14867081357	13.1141053402	9.66105496522	10.6244160842	11.0535853403	8.4638849698	8.07155969863	1	6.6394	n/d	
SLC25A15	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00003389.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	41	2	32736	2	1	1	1	0	1.0	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=84062&representative=IPI00003389.1	31813185.0	26469990.0	23032972.012	21521105.506	24445993.504	18710230.84	17269822.684	16798742.189	17518999.476	18754628.721	P0140713A	1.0	0.832045	0.724007	0.676484	0.768423	0.588128	0.542851	0.528043	0.550684	0.589524	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.26526653825	-0.465924448937	-0.56387228248	-0.380027393311	-0.76579791794	-0.881371828827	-0.921272677878	-0.86070340297	-0.762377547202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7054736789	12.2356105252	10.6468674441	9.94801528235	11.3000290297	8.64870358452	7.98288266074	7.76512823534	8.0980632928	8.66922626624	1	6.4843	n/d	
UQCRQ	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00024742.7	 	P0140713A	46382	QV1_46382	R1	s01	F1	68	1	9906	2	1	1	1	0	0.522	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1180117&representative=IPI00024742.7	16613178.914	16076029.909	8990066.835	9767103.388	5381128.522	5107678.908	3010908.722	4474634.806	2801481.481	3818774.291	P0140713A	1.0	0.967667	0.541141	0.587913	0.323907	0.307447	0.181236	0.269342	0.16863	0.229864	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0474174317897	-0.885923542431	-0.7663254156	-1.62634844813	-1.7015903655	-2.46405853982	-1.89248888002	-2.56806687414	-2.12114755788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8476637888	21.141269731	11.8226595082	12.8445249471	7.07661594216	6.71700775033	3.9595866509	5.88450394263	3.68417301855	5.02199472039	1	6.4715	n/d	
ENO1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00465248.5	 	P0140713A	46382	QV1_46382	R1	s01	F1	762	1	47169	19	14	15	4	0	0.865066666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1156391&representative=IPI00465248.5	554236417.087	391172501.685	405008575.849	426512113.786	335201744.654	199713000.045	289598606.393	289904502.992	226931232.884	239289951.6	P0140713A	1.0	0.706123	0.730293	0.770319	0.602843	0.359782	0.521221	0.523021	0.407182	0.429698	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.502008585564	-0.45345269276	-0.376472084907	-0.730145768738	-1.47480508495	-0.940032883611	-0.935059221097	-1.29625430824	-1.21860503269	0.0	0.089	0.122	0.113	0.158	0.181	0.18	0.176	0.223	0.214	16.5070762615	11.6504692179	12.0625553319	12.7030050203	9.98346660629	5.94814346461	8.62524751814	8.63435817621	6.75879652047	7.12688188269	14	7.7913	0.3447	
ZYG11B	n/d	n/d	ARMrepeat	n/d	n/d	n/d	0	IPI00155199.4	 	P0140713A	46382	QV1_46382	R1	s01	F1	83	1	83921	2	2	2	0	0	0.771	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=28007&representative=IPI00155199.4	8629815.537	6749376.147	3739507.922	3995116.356	1539140.201	1461131.177	487644.823	1532053.329	575248.649	537750.247	P0140713A	1.0	0.7821	0.433324	0.462943	0.178351	0.169312	0.056507	0.17753	0.066658	0.062313	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.354575011293	-1.20648195123	-1.11109352274	-2.48720878998	-2.56224386692	-4.14542659234	-2.49386525509	-3.90707815816	-4.00432301402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.5068867145	23.0773272626	12.7860481084	13.6600191768	5.26259632711	4.99586948642	1.66734508837	5.23836504101	1.96687827752	1.83866451732	2	5.601	0.3611	
PPP1CA	n/d	n/d	PP2Ac	n/d	HD1PP*	n/d	0	IPI00410128.2	IPI00872177.1,IPI00894274.2,IPI00902512.1,IPI00218187.1	P0140713A	46382	QV1_46382	R1	s01	F1	113	1	32595	2	2	2	0	0	0.841	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1161094&representative=IPI00410128.2	7914172.952	6052509.725	4727605.563	5477311.277	2477816.548	2359391.273	1802390.493	1905432.248	2052261.346	1593381.982	P0140713A	1.0	0.764768	0.597359	0.692089	0.313086	0.298122	0.227742	0.240762	0.259315	0.201333	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.386905936641	-0.743329873855	-0.530970520028	-1.67536909673	-1.74602525153	-2.13452771819	-2.05432038858	-1.94722243401	-2.31234443463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.7647913908	16.6450256211	13.0014026078	15.0631705991	6.81425091403	6.48856920081	4.95675964158	5.24013508911	5.64393024338	4.38196469227	2	5.2427	0.9896	
ROCK2	ROCK2	KINASE	S_TKc, S_TK_X, PH, C1	n/d	n/d	AGC	0	IPI00307155.7	 	P0140713A	46382	QV1_46382	R1	s01	F1	49	2	160913	1	1	1	0	0	0.943	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=25471&representative=IPI00307155.7	29993029.314	28419159.35	12728360.583	13369888.472	7939309.404	6125121.128	5070489.671	5417523.994	5180662.252	5413333.965	P0140713A	1.0	0.947525	0.424377	0.445767	0.264705	0.204218	0.169056	0.180626	0.172729	0.180486	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0777640862736	-1.23658162639	-1.16563827663	-1.9175426488	-2.29181806233	-2.56442687477	-2.46892252006	-2.5334177732	-2.4700411609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.065863143	23.750543883	10.6373831422	11.1735227265	6.63506313041	5.11890434012	4.23752462049	4.52754917104	4.32959837565	4.52404746761	1	6.498	n/d	
SLC2A3	n/d	n/d	MFSgeneralsubstratetransporter	transmembrane	n/d	n/d	0	IPI00872343.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	249	1	53952	5	4	5	0	0	0.9096	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1170105&representative=IPI00872343.1	71978830.716	61357102.409	51625620.877	49079100.184	48565204.472	39999107.741	35917611.597	38584468.098	34059361.991	34670246.67	P0140713A	1.0	0.852433	0.717233	0.681907	0.675188	0.555707	0.498316	0.536053	0.473186	0.481673	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.230341650037	-0.479486226535	-0.552353100195	-0.566638831385	-0.847603681481	-1.00486719787	-0.89955244671	-1.07952070513	-1.05387403843	0.0	0.034	0.124	0.077	0.129	0.088	0.132	0.17	0.134	0.076	15.4515171748	13.1713770874	11.0823440685	10.5356887834	10.4253720647	8.58650931238	7.71034465201	8.2828321267	7.31143881516	7.44257591499	4	7.0408	0.8755	
GANAB	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00383581.4	 	P0140713A	46382	QV1_46382	R1	s01	F1	1115	1	109438	20	17	18	2	0	0.917277777778	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1150687&representative=IPI00383581.4	659989988.782	605230901.835	688443015.26	784319815.392	450484486.335	273692391.961	183036033.084	199616797.786	146958487.558	190772815.188	P0140713A	1.0	0.917264	1.038837	1.184522	0.681563	0.413445	0.2776	0.302512	0.220934	0.28785	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.124591075706	0.0549693041558	0.244304993847	-0.553081076761	-1.27423267239	-1.84892052697	-1.72493572276	-2.17831263972	-1.79661088263	0.0	0.092	0.2	0.213	0.125	0.083	0.04	0.047	0.069	0.074	15.7796277359	14.470398775	16.4599080029	18.7522158262	10.7705838209	6.54368116591	4.37618829589	4.77261596756	3.51361424523	4.56116616457	17	7.6935	0.1717	
MYO18A	n/d	n/d	PDZ, MYSc, IQ	n/d	n/d	n/d	0	IPI00760846.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	217	1	233115	4	3	3	1	0	0.716333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=37023&representative=IPI00760846.1	23230226.211	17305691.567	1508519.951	949858.727	180383.889	298568.145	252024.704	73965.85	0.0	153340.856	P0140713A	1.0	0.744964	0.064938	0.040889	0.007765	0.012853	0.010849	0.003184	0.0	0.006601	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.42475738512	-3.94479323747	-4.61214340969	-7.00879836005	-6.2817510537	-6.52629412052	-8.29494394878	n/d	-7.24309968659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.8529298254	39.3735512372	3.43215336718	2.16109891424	0.410405690429	0.679296063347	0.573401389801	0.168285570877	0.0	0.34887794152	3	5.781	0.2871	
