clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
DNAJC1	n/d	n/d	SANT, DnaJ	transmembrane	n/d	n/d	0	IPI00074870.1	 	P0140733A	46384	QV1_46384	R1	s01	F1	43	2	63883	1	1	1	0	0	0.543	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=15230&representative=IPI00074870.1	6932995.916	6592213.677	2166481.846	3307691.992	1701332.516	1729878.655	903268.229	782218.359	493696.781	801637.995	P0140733A	1.0	0.950846	0.312489	0.477094	0.245396	0.249514	0.130285	0.112825	0.07121	0.115626	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0727163952602	-1.67812268887	-1.06765455198	-2.02681636189	-2.00280732877	-2.94025710209	-3.14784131634	-3.8117763371	-3.11246225195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2829972374	25.941937615	8.52562426627	13.0165591576	6.69515039334	6.80748627827	3.55457653445	3.078216342	1.9428149209	3.15463725466	1	5.6083	n/d	
TMEM173	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00257059.2	 	P0140733A	46384	QV1_46384	R1	s01	F1	172	1	42193	4	2	2	2	0	0.883	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=44137&representative=IPI00257059.2	372017659.889	402982102.547	26757538.443	53173167.2	22555496.144	19846740.351	7541562.758	8336138.535	3851831.092	2952383.676	P0140733A	1.0	1.083234	0.071925	0.142932	0.06063	0.053349	0.020272	0.022408	0.010354	0.007936	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.115344927317	-3.79736287381	-2.80659914785	-4.04382436734	-4.22839496106	-5.62436776018	-5.47984230125	-6.59366796646	-6.97737225894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.4360595522	43.8017063543	2.90838187164	5.77960023758	2.45164540194	2.15722010345	0.819722055373	0.906087615134	0.418670639097	0.320906169291	2	6.7376	0.3928	
CEPT1	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00005775.3	 	P0140733A	46384	QV1_46384	R1	s01	F1	43	2	46554	1	1	1	0	0	0.954	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=1165729&representative=IPI00005775.3	30987718.742	34469447.072	9918669.089	17279908.533	11931075.06	10751710.842	3100716.233	4196214.632	1436550.193	1712762.851	P0140733A	1.0	1.112358	0.320084	0.557637	0.385026	0.346967	0.100063	0.135415	0.046359	0.055272	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.153621178082	-1.64347753202	-0.842601805658	-1.37697222361	-1.52712964015	-3.32101948319	-2.88454053894	-4.43100674316	-4.17730737281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6355086884	27.4035133047	7.88542908093	13.737679122	9.48530951085	8.54770459449	2.46509665118	3.33602750451	1.14207002638	1.36166151656	1	6.6654	n/d	
RPS4X	n/d	n/d	S4	n/d	n/d	n/d	0	IPI00217030.10	 	P0140733A	46384	QV1_46384	R1	s01	F1	606	1	29598	14	11	11	3	0	0.895090909091	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=1160087&representative=IPI00217030.10	278259593.912	280406769.394	126325577.671	182898481.956	222913041.389	210953710.459	200778556.833	182731307.91	99107630.488	126001721.174	P0140733A	1.0	1.007217	0.453985	0.657789	0.80172	0.757883	0.721676	0.657682	0.356675	0.453265	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0103745384562	-1.13928346429	-0.604303212251	-0.318829630207	-0.399952948797	-0.470576817478	-0.604537908979	-1.48731799666	-1.1415733307	0.0	0.066	0.082	0.077	0.172	0.164	0.17	0.18	0.115	0.154	14.5656947602	14.6780901757	6.61260148805	9.57395007601	11.6685404205	11.0425208054	10.5098952101	9.56519923263	5.18785884003	6.59564899123	11	7.3863	0.2556	
CNR1	Cannabinoid type 1	GPCR	n/d	transmembrane	n/d	Rhodopsin like	0	IPI00009396.1	 	P0140733A	46384	QV1_46384	R1	s01	F1	41	1	52858	2	2	2	0	0	0.75	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=1164462&representative=IPI00009396.1	25967841.206	25994698.086	9375280.582	11912407.977	6557391.676	6957153.279	4096671.292	4033333.349	4268959.573	4663507.293	P0140733A	1.0	1.001034	0.361034	0.458737	0.25252	0.267914	0.157759	0.15532	0.164394	0.179588	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.00149097597047	-1.46979338708	-1.12426082042	-1.98553043867	-1.90015812288	-2.66420578296	-2.68668448253	-2.60477044993	-2.47723714191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.010623539	25.0364904298	9.02969220076	11.4732968748	6.31567535033	6.70070107806	3.94566119818	3.88465799674	4.11159864759	4.49160268469	2	6.0343	0.2419	
TRAP1	n/d	n/d	HATPase_c	n/d	n/d	n/d	0	IPI00030275.5	 	P0140733A	46384	QV1_46384	R1	s01	F1	306	1	80110	7	2	2	5	0	0.9735	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=35430&representative=IPI00030275.5	85675178.373	90785007.387	17567076.415	25979452.347	13280592.869	13545267.901	5912694.877	6816341.493	1836432.019	1781885.514	P0140733A	1.0	1.059642	0.205043	0.303232	0.155011	0.1581	0.069013	0.07956	0.021435	0.020798	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0835769326545	-2.28600160281	-1.72150608608	-2.68955749821	-2.66109072719	-3.85698804138	-3.6518129136	-5.54388777262	-5.58741138876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5538420179	34.4954144735	6.67493013952	9.87136535315	5.04620276691	5.14677085841	2.24663594032	2.5899929048	0.697785740963	0.677059804465	2	6.4182	0.0859	
GART	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00025273.1	 	P0140733A	46384	QV1_46384	R1	s01	F1	539	1	107767	10	7	7	3	0	0.887285714286	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=15267&representative=IPI00025273.1	303764858.296	371829917.476	67771127.199	113580514.582	33480579.066	33164545.616	13029451.809	14829846.191	11533741.756	14196516.539	P0140733A	1.0	1.219884	0.222039	0.373519	0.110219	0.10922	0.042351	0.047984	0.03824	0.046548	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.286743966984	-2.17111499415	-1.42074646363	-3.18155515189	-3.19469103296	-4.56146015462	-4.38130276246	-4.70877366646	-4.42513700807	0.0	0.256	0.045	0.063	0.083	0.066	0.038	0.046	0.029	0.044	31.085830329	38.0512801604	6.9353702503	11.6232819846	3.42624096151	3.39389962269	1.33337124803	1.51761492453	1.18030749606	1.45280302294	7	6.5958	0.333	
LDHB	LDHB	OXIDOREDUCTASE	n/d	n/d	n/d	C1 alcohol dehydrogenase	0	IPI00219217.3	 	P0140733A	46384	QV1_46384	R1	s01	F1	539	1	36638	11	9	10	1	0	0.8451	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=15043&representative=IPI00219217.3	424055801.706	415111422.266	253297048.076	330997907.631	391697467.281	353519864.035	362482597.25	353784193.346	284287998.036	328023469.02	P0140733A	1.0	0.979379	0.596384	0.780688	0.922304	0.834451	0.855397	0.835248	0.674386	0.774104	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0300608330051	-0.745686541877	-0.357182000791	-0.116685740106	-0.261100759658	-0.225333947403	-0.259723471854	-0.568353508104	-0.369400691044	0.0	0.098	0.103	0.109	0.269	0.196	0.221	0.239	0.194	0.201	12.1253802195	11.8696261393	7.2427331593	9.46449845929	11.2001314513	10.10848749	10.3647663749	10.1160456778	8.12888316625	9.37944786229	9	7.7693	0.253	
EIF2B5	n/d	n/d	eIF5C, W2, Trimer_LpxA_like, ARM-type_fold	n/d	n/d	n/d	0	IPI00011898.3	 	P0140733A	46384	QV1_46384	R1	s01	F1	108	1	80380	4	3	3	1	0	0.772666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=1154432&representative=IPI00011898.3	112314581.733	114603712.685	32970000.66	47824272.074	1190677.305	775032.62	2339816.853	412143.013	142209.722	1234786.848	P0140733A	1.0	1.020381	0.29355	0.425806	0.010601	0.006901	0.020833	0.00367	0.001266	0.010994	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0291079406064	-1.7683218382	-1.23173181605	-6.5596558281	-7.17897885168	-5.58498558403	-8.09000422159	-9.6255068799	-6.50713980529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.7909473519	36.5204177743	10.5064501831	15.2400158335	0.379429528016	0.246977296005	0.745622344905	0.131336364808	0.045317541093	0.393485782395	3	6.6649	0.6264	
LGALS8	n/d	n/d	GLECT	n/d	n/d	n/d	0	IPI00165587.3	 	P0140733A	46384	QV1_46384	R1	s01	F1	347	1	40397	6	4	4	2	0	0.92625	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=1156482&representative=IPI00165587.3	203897371.126	211131017.157	28400577.392	45769075.499	12432481.819	15496300.733	5044320.148	5717765.817	6377565.592	5488008.587	P0140733A	1.0	1.035477	0.139289	0.224471	0.060974	0.076	0.02474	0.028042	0.031278	0.026916	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0502955087931	-2.84384676568	-2.15539902346	-4.03566199738	-3.71785677122	-5.33701068946	-5.15626694145	-4.99870792401	-5.21539216352	0.0	0.075	0.042	0.082	0.075	0.07	0.042	0.051	0.024	0.039	37.7759476242	39.1161210266	5.26175849219	8.47961005731	2.30335869187	2.8709906441	0.934558266535	1.05932715482	1.18156787625	1.01676016615	4	7.069	0.4087	
Ataxin-10	n/d	n/d	ARM-type_fold	n/d	n/d	n/d	0	IPI00913912.1	 	P0140733A	46384	QV1_46384	R1	s01	F1	180	1	53817	4	3	3	1	0	0.671333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=49588&representative=IPI00913912.1	64310965.61	75302942.766	16353763.236	30127519.298	10949196.99	8861836.166	7898266.455	7355621.721	9784383.97	12624201.445	P0140733A	1.0	1.170919	0.254292	0.468466	0.170254	0.137797	0.122814	0.114376	0.152142	0.196299	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.227641278794	-1.97544201918	-1.09398375012	-2.55423940113	-2.85938361564	-3.02545306692	-3.12814373782	-2.71650961949	-2.34887527154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.403625026	30.9165108203	6.71423027397	12.3692081896	4.49532189289	3.63833130088	3.24272639751	3.0199372053	4.01709417676	5.18301471677	1	5.6427	n/d	
PTGS1	PTGS1	OXIDOREDUCTASE	EGF	n/d	n/d	C14 pair donor oxygenase	0	IPI00298267.4	 	P0140733A	46384	QV1_46384	R1	s01	F1	184	1	71717	3	3	3	0	0	0.963333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=1155887&representative=IPI00298267.4	58834395.446	55560552.882	29517883.844	48692131.47	35834284.051	41460996.094	35277086.417	36961268.813	31928964.034	46864935.381	P0140733A	1.0	0.944355	0.501711	0.827613	0.60907	0.704707	0.5996	0.628226	0.542692	0.796557	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0825987983691	-0.995071525389	-0.272971787911	-0.715320049269	-0.504904550157	-0.737927711602	-0.670644442737	-0.881794453289	-0.328150493118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.977156828	13.1993973117	7.01249819246	11.5676816714	8.51307137949	9.84979687918	8.38069917348	8.78080664968	7.58529316528	11.1335987493	3	6.742	0.686	
P2RY8	Proteinase-activated type 2	GPCR	n/d	transmembrane	n/d	Rhodopsin like	0	IPI00329027.1	 	P0140733A	46384	QV1_46384	R1	s01	F1	173	1	40635	5	4	4	1	0	0.76325	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=1169618&representative=IPI00329027.1	44612909.93	46313399.822	27791374.107	36535179.849	36419328.916	34823327.192	28772692.795	32785915.022	25126635.107	24671427.282	P0140733A	1.0	1.038117	0.622945	0.818937	0.816341	0.780566	0.644941	0.734897	0.563214	0.553011	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0539690504467	-0.682823301991	-0.288175623831	-0.292756177685	-0.357407471849	-0.632760907841	-0.444386032696	-0.82824489891	-0.854619917343	0.0	0.315	0.205	0.13	0.292	0.29	0.324	0.45	0.328	0.32	13.2048603643	13.7081839899	8.22589727928	10.8139538319	10.7796634125	10.3072669707	8.51635527155	9.70421858738	7.43716804244	7.30243225015	4	7.2507	1.8619	
SDC1	n/d	n/d	4.1m, 4 1m	transmembrane	n/d	n/d	0	IPI00002441.1	 	P0140733A	46384	QV1_46384	R1	s01	F1	132	1	32477	2	1	1	1	0	1.0	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46384&cluster_id=25524&representative=IPI00002441.1	24032199.375	26056111.875	10854626.837	14763980.749	10265030.785	10701253.76	4788456.162	5457391.505	6922167.24	8298550.669	P0140733A	1.0	1.084217	0.45167	0.614342	0.427137	0.445288	0.199252	0.227087	0.288037	0.34531	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.116653532977	-1.14665900199	-0.702886077172	-1.22722922054	-1.16718936156	-2.32733388949	-2.13868297613	-1.79567394889	-1.53403598038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.675982344	21.3330286257	8.88705368423	12.087775239	8.40433126136	8.76148190829	3.92047258881	4.46815279872	5.66741471603	6.79430683377	1	6.445	n/d	
