clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
EXOC1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00019427.4	 	P0140743A	46385	QV1_46385	R1	s01	F1	37	2	101982	1	1	1	0	0	0.979	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=27246&representative=IPI00019427.4	7284524.268	7134003.514	11118334.03	10205389.515	7333281.54	7486523.638	1702762.788	1773032.697	982006.269	668757.835	P0140743A	1.0	0.979337	1.526295	1.400969	1.006693	1.02773	0.233751	0.243397	0.134807	0.091805	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.030122703324	0.610033831049	0.486425032827	0.00962378770918	0.0394612968042	-2.09695555794	-2.03861670872	-2.89103268291	-3.44528346011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0808139597	12.8105239713	19.9651828504	18.3258091704	13.1683673511	13.4435440546	3.05764967319	3.18383328831	1.76338781223	1.20088786884	1	5.9387	n/d	
BAG2	n/d	n/d	BAG	n/d	n/d	n/d	0	IPI00000643.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	99	1	23772	3	2	2	1	0	0.807	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1161519&representative=IPI00000643.1	1308750.557	1555678.661	2362591.685	2037382.693	1587747.183	1765172.173	367118.232	305352.807	230806.513	175926.598	P0140743A	1.0	1.188675	1.805227	1.556739	1.213178	1.348746	0.28051	0.233316	0.176356	0.134423	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.249354316445	0.852180261591	0.638527085092	0.278791241206	0.431618681093	-1.83387589199	-2.09964284916	-2.50343743479	-2.89514808812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1892234814	13.3003467391	20.1990869973	17.4186976633	13.5745180527	15.0914212194	3.13869432181	2.61062796108	1.97329096908	1.50409259489	2	5.3036	0.2967	
P2RX7	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00654863.5	 	P0140743A	46385	QV1_46385	R1	s01	F1	50	2	29882	1	1	1	0	0	0.968	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1161521&representative=IPI00654863.5	59384499.098	48053726.496	54856036.132	55286550.348	55972496.739	53351861.472	9775125.13	9622553.529	6293314.063	5538391.639	P0140743A	1.0	0.809196	0.923743	0.930993	0.942544	0.898414	0.164607	0.162038	0.105976	0.093263	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.305438906472	-0.114436568136	-0.103157774475	-0.0853681267977	-0.154547685433	-2.60290240645	-2.62559591151	-3.23819051502	-3.42255135204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.5816166934	13.4177855425	15.317158152	15.4373683385	15.6289014877	14.8971554908	2.72945601121	2.68685425748	1.7572484926	1.54645553386	1	6.7254	n/d	
GYS1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00303868.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	60	2	83786	2	1	1	1	0	0.892	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=9335&representative=IPI00303868.1	24715320.93	17185049.944	25522070.656	28918818.194	10034462.986	9720660.247	0.0	274666.623	305806.557	84865.208	P0140743A	1.0	0.69532	1.032642	1.170077	0.406002	0.393305	0.0	0.011113	0.012373	0.003434	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.524251007463	0.0463401822352	0.226603473281	-1.30044126062	-1.34627956783	n/d	-6.49160785902	-6.33666084626	-8.18589424532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1673146347	14.7180512124	21.858251456	24.7673791212	8.59396630198	8.32521149485	0.0	0.235236873725	0.261906516517	0.0726823885623	1	6.1848	n/d	
TMED10	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00028055.4	 	P0140743A	46385	QV1_46385	R1	s01	F1	137	1	24976	5	4	4	1	0	0.85025	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=47945&representative=IPI00028055.4	100290504.255	90992529.511	121072545.32	138431774.195	111597292.029	101949968.014	86282238.548	67146390.355	63271945.88	47502578.544	P0140743A	1.0	0.90729	1.207218	1.380308	1.11274	1.016547	0.860323	0.669519	0.630887	0.47365	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.140364337198	0.271686222174	0.464990223882	0.1541165356	0.0236769196582	-0.217049687385	-0.578803097117	-0.664546471833	-1.07810671041	0.0	0.245	0.209	0.186	0.295	0.344	0.292	0.337	0.276	0.232	10.8009073898	9.79955073224	13.0390544864	14.9085776763	12.0186056009	10.9796253503	9.29227023896	7.23141187861	6.81414888575	5.11584776086	4	6.9263	0.6766	
RASA3	n/d	n/d	Rho_GAP, RasGAP, RAS_GTPASE_ACTIV_2, RAS_GTPASE_ACTIV_1, PH_DOMAIN, PH, C2_CaLB, C2, BTK	n/d	n/d	n/d	0	IPI00784114.2	 	P0140743A	46385	QV1_46385	R1	s01	F1	61	2	96544	2	1	1	1	0	0.96	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1150130&representative=IPI00784114.2	5373556.754	5023926.331	10526021.073	9915704.844	6306115.369	5621383.903	446061.816	236015.147	113088.673	118177.534	P0140743A	1.0	0.934935	1.958855	1.845278	1.173546	1.04612	0.083011	0.043922	0.021045	0.021992	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0970620276811	0.970010609181	0.883838181602	0.230874392923	0.065048352039	-3.59055366544	-4.50891244043	-5.5703786801	-5.50687737781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.302084307	11.5016492997	24.0980052107	22.7007627423	14.4370603068	12.8694534854	1.02120258849	0.540327081122	0.258902334731	0.270552643812	1	6.2217	n/d	
176 KDA PROTEIN.	n/d	n/d	TSP1	n/d	n/d	n/d	0	IPI00894060.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	43	2	176284	1	1	1	0	0	1.0	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1148586&representative=IPI00894060.1	36572947.5	34264792.5	46764926.46	47045796.053	35138623.872	30722052.085	11977653.097	12019142.49	9106869.961	8266645.671	P0140743A	1.0	0.936889	1.278675	1.286355	0.960782	0.840021	0.3275	0.328635	0.249006	0.226032	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0940499633696	0.354649621944	0.363288843336	-0.0577189721057	-0.251502700071	-1.61043318824	-1.60544195776	-2.00574758928	-2.1454010613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4518984579	12.6029358008	17.2006109743	17.3039176395	12.9243397808	11.2998801933	4.40550144952	4.42076166615	3.34959849721	3.0405555405	1	6.5506	n/d	
GPX1	GPX1	OXIDOREDUCTASE	n/d	n/d	n/d	C11 peroxidase	0	IPI00293975.4	 	P0140743A	46385	QV1_46385	R1	s01	F1	139	1	22041	3	3	3	0	0	0.934	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1163755&representative=IPI00293975.4	140558912.316	122554131.047	223793772.875	217288267.798	150595943.776	127225861.857	95543624.937	83599562.374	66963524.144	57220016.654	P0140743A	1.0	0.871906	1.592171	1.545888	1.071408	0.905143	0.679741	0.594765	0.476409	0.407089	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.197755488146	0.670995290406	0.628435799407	0.0995079735402	-0.143782358942	-0.55694295028	-0.749608342944	-1.069727427	-1.29658385612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.9355125254	9.53473680905	17.4112019369	16.9050722929	11.7163956543	9.89819843482	7.43331383262	6.50406328842	5.20977606438	4.45172916118	3	6.7724	0.4099	
PLD4	n/d	n/d	PLDc, PLD_envelope, PLD	transmembrane	n/d	n/d	0	IPI00060310.5	 	P0140743A	46385	QV1_46385	R1	s01	F1	499	1	56338	11	7	7	4	0	0.828	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1158568&representative=IPI00060310.5	142408054.966	126395682.989	173098864.693	181518167.078	129138301.78	152528639.826	148913894.597	134510069.581	157759710.073	144428519.274	P0140743A	1.0	0.883523	1.214773	1.273727	0.911157	1.067474	1.038348	0.937822	1.099736	1.010821	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.178660403173	0.280686748094	0.349056095529	-0.134228430974	0.094200931178	0.0542900407411	-0.0926139718122	0.137157235384	0.0155275419726	0.0	0.213	0.21	0.184	0.249	0.238	0.572	0.52	0.737	0.685	9.55310015799	8.47894888684	11.6119189469	12.1767074974	8.66293083935	10.2320151312	9.9895286846	9.02328289837	10.5829288349	9.6886381225	7	7.594	0.3373	
RPS19	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00215780.5	 	P0140743A	46385	QV1_46385	R1	s01	F1	102	1	16060	2	2	2	0	0	0.8085	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1170587&representative=IPI00215780.5	25717908.015	33734372.574	41941917.522	60808922.886	41568781.219	33518979.752	30709041.884	27861148.744	21277742.84	19107888.752	P0140743A	1.0	1.311707	1.630845	2.364458	1.616336	1.303332	1.194072	1.083337	0.827351	0.74298	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.391445496744	0.705619670856	1.24150951535	0.692727133205	0.382204630908	0.255889830666	0.11548210038	-0.273428578637	-0.428604718968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64852344861	10.0326254961	12.473554982	18.0846152925	12.36258399	9.96856752334	9.13289007788	8.28592470855	6.32801528609	5.68269919497	2	6.4012	0.503	
S100A9	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00027462.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	86	2	13242	1	1	1	0	0	0.916	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=69050&representative=IPI00027462.1	8846645.224	8987536.269	11215706.592	11244431.348	11314019.268	9787468.142	2108250.368	1934236.623	2160335.476	1818179.761	P0140743A	1.0	1.015926	1.267792	1.271039	1.278905	1.106348	0.238311	0.218641	0.244198	0.205522	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0227953201011	0.342318069465	0.34600829804	0.354909101499	0.145805254384	-2.06908254966	-2.19336413143	-2.03387671029	-2.28263526014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7442406852	12.9472045594	16.1570471793	16.1984272952	16.298673793	14.0995650376	3.03708913765	2.78640958708	3.11212155227	2.61922117328	1	6.4228	n/d	
DHDDS	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00514787.5	IPI00515105.2	P0140743A	46385	QV1_46385	R1	s01	F1	66	2	38786	1	1	1	0	0	0.909	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1161338&representative=IPI00514787.5	2395735.435	2139557.725	3725621.135	3415313.206	2179579.452	2028619.423	464744.1	212938.815	0.0	157549.284	P0140743A	1.0	0.893069	1.555105	1.42558	0.909775	0.846763	0.193988	0.088882	0.0	0.065762	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.16315645021	0.637011993774	0.511549002001	-0.136418303994	-0.239969863901	-2.3659606841	-3.49196490953	n/d	-3.92660201384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3288538115	12.7966591866	22.2828780761	20.4269315111	13.0360284705	12.1331390465	2.77962673649	1.27358351275	0.0	0.942299648604	1	5.1915	n/d	
SPPL2A	signal peptide peptidase-like protein 2A	PROTEASE	PSN	transmembrane	n/d	Aspartic	0	IPI00154588.3	 	P0140743A	46385	QV1_46385	R1	s01	F1	240	1	58143	6	5	5	1	0	0.7872	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=11387&representative=IPI00154588.3	49810368.447	45633765.645	66429925.254	67950262.732	74002127.104	70149049.906	45582345.672	43500687.995	60647523.963	56143243.537	P0140743A	1.0	0.915178	1.320979	1.362806	1.48556	1.403853	0.90765	0.873326	1.217568	1.118399	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.127875723357	0.401607531811	0.446580204287	0.571006875085	0.48939187633	-0.139792009494	-0.195407803242	0.284002347686	0.161434975862	0.0	0.284	0.593	0.397	0.568	0.398	0.543	0.484	0.894	1.016	8.59022653388	7.86993545132	11.4564120755	11.7186073523	12.7623034246	12.0978071156	7.86106763463	7.50206786071	10.4591872296	9.68238532189	5	7.2812	0.8892	
GPD2	GPD2	OXIDOREDUCTASE	EFh	n/d	n/d	C1 alcohol dehydrogenase	0	IPI00017895.2	 	P0140743A	46385	QV1_46385	R1	s01	F1	647	1	80834	11	8	8	3	0	0.917	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=17035&representative=IPI00017895.2	87477008.467	86839876.507	154936955.796	153165145.981	95009456.159	90651097.259	182642396.716	169887686.942	123213157.342	132994000.498	P0140743A	1.0	0.991922	1.768925	1.748272	1.083662	1.036051	2.065303	1.920781	1.396248	1.505072	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0117014164501	0.822872881029	0.805929659966	0.115914842519	0.0510950219782	1.04635345454	0.941693037887	0.481555214179	0.589832504632	0.0	0.14	0.353	0.298	0.288	0.14	1.068	0.837	0.616	0.734	6.85117941141	6.80127938118	12.1346271462	11.9958594044	7.44111900182	7.09977332383	14.3045109791	13.3055650099	9.65002646512	10.416059877	8	6.8688	0.3361	
