clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
PLXNA3	n/d	n/d	Sema, PSI, IPT	transmembrane	n/d	n/d	0	IPI00020884.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	104	1	207703	2	2	2	0	0	0.7445	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=7960&representative=IPI00020884.2	22674307.725	25032328.848	4238261.632	4523545.818	1214566.741	1866410.486	789250.541	500493.482	436302.946	646988.149	P0140753A	1.0	1.103995	0.186919	0.199501	0.053566	0.082314	0.034808	0.022073	0.019242	0.028534	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.142733638156	-2.41951487084	-2.3255321169	-4.22253862184	-3.60271836407	-4.84443726778	-5.50157346632	-5.69959743016	-5.13117418644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.6172614185	40.4252840024	6.84446625762	7.30517825572	1.96143178459	3.01410925127	1.2745788641	0.808258443473	0.704595669473	1.04483605294	2	5.8298	1.0827	
PLOD1	PLOD1	OXIDOREDUCTASE	P4Hc, 2OG-FeII_Oxy	n/d	n/d	C14.11 2OG oxygenase	0	IPI00027192.6	IPI00943008.1	P0140753A	46386	QV1_46386	R1	s01	F1	197	1	88273	3	3	3	0	0	0.774666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1149781&representative=IPI00027192.6	45215798.43	35465049.658	28620473.602	30632322.642	24011911.567	17511642.747	14076553.529	6810494.112	11094251.961	12422444.923	P0140753A	1.0	0.784351	0.632975	0.677469	0.531051	0.38729	0.311319	0.150622	0.245362	0.274737	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.350428684632	-0.659779574836	-0.561773162546	-0.913077676581	-1.36851384407	-1.68353446678	-2.73099558801	-2.0270162634	-1.86387687751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0193082501	15.7021613211	12.6717232294	13.5624699923	10.6312810129	7.7532850528	6.23239827629	3.01534830077	4.91198336695	5.50004119729	3	5.893	1.1322	
NARG1L	n/d	n/d	TPR	n/d	n/d	n/d	0	IPI00167368.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	61	2	101462	2	1	1	1	0	0.867	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1149381&representative=IPI00167368.2	6921470.838	6319523.479	1728233.32	1220980.299	493002.504	395348.375	256581.464	0.0	0.0	184199.08	P0140753A	1.0	0.913032	0.249692	0.176405	0.071228	0.057119	0.03707	0.0	0.0	0.026613	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.13126267013	-2.00177849607	-2.50303664185	-3.81141170813	-4.12988546789	-4.75360407462	n/d	n/d	-5.23172503976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.5076018346	36.0716996772	9.86471741077	6.96932843174	2.81404734447	2.25663974479	1.46456129847	0.0	0.0	1.05140425803	1	5.4031	n/d	
PNO1	n/d	n/d	KH	n/d	n/d	n/d	0	IPI00024524.4	 	P0140753A	46386	QV1_46386	R1	s01	F1	34	2	27924	1	1	1	0	0	0.768	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=54625&representative=IPI00024524.4	1719172.939	1563643.55	622194.15	485370.836	240214.075	203828.815	37765.298	8069.063	43453.602	49108.545	P0140753A	1.0	0.909532	0.361915	0.282328	0.139727	0.118562	0.021967	0.004694	0.025276	0.028565	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.13680369788	-1.46627719172	-1.82455587911	-2.83931726954	-3.07628640538	-5.50851833324	-7.7349664428	-5.30608801885	-5.12960765985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.5713827806	31.443793974	12.5118954792	9.76047294676	4.83053946914	4.09885697083	0.759434111231	0.16226329494	0.873821983734	0.987538989523	1	5.2383	n/d	
USP10	ubiquitin-specific peptidase 10	PROTEASE	UCH_2_3, UCH_2_2, UCH_2_1, UCH	n/d	n/d	Cysteine	0	IPI00291946.8	 	P0140753A	46386	QV1_46386	R1	s01	F1	137	1	87134	3	3	3	0	0	0.724666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1153024&representative=IPI00291946.8	61518790.706	57895815.275	20034273.531	19973856.241	13250143.07	11905581.045	9622630.092	9325297.672	17293361.369	15207848.492	P0140753A	1.0	0.941108	0.325661	0.324679	0.215384	0.193528	0.156418	0.151585	0.281107	0.247207	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0875678011325	-1.61855713682	-1.6229140197	-2.21501701296	-2.36938578155	-2.67652155272	-2.72180109531	-1.83080871538	-2.01620849921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.064236284	24.5292567013	8.48810636714	8.46250881387	5.61381093175	5.0441478757	4.07690888447	3.95093530208	7.32683870559	6.44325013411	3	6.2892	0.4575	
KCNE3	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00002294.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	49	1	11710	2	2	2	0	0	0.773	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=67516&representative=IPI00002294.1	50119473.308	44140711.608	24332519.467	21427035.676	16173273.494	13863410.033	11872419.478	10708356.234	14406134.131	15039558.359	P0140753A	1.0	0.88071	0.48549	0.427519	0.322694	0.276607	0.236882	0.213657	0.287436	0.300074	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.18326104786	-1.0424865152	-1.22593955653	-1.63176134151	-1.85409042814	-2.0777595185	-2.22663151038	-1.79868733104	-1.73660977327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5679127755	19.8757820797	10.9565033448	9.64821535936	7.28253912933	6.24244844859	5.34594060011	4.82178350065	6.48682751517	6.77204724683	2	7.1031	0.7858	
GDI2	n/d	n/d	RABGDIREP, GDI	n/d	n/d	n/d	0	IPI00031461.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	170	1	51154	3	3	3	0	0	0.723	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1153535&representative=IPI00031461.2	91707172.888	98372711.37	43492561.854	41079036.451	40209885.906	32939950.182	27923051.089	16281525.932	15884493.404	20308995.597	P0140753A	1.0	1.072683	0.474255	0.447937	0.43846	0.359186	0.304481	0.177538	0.173209	0.221455	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.101223792872	-1.07626511105	-1.15863225586	-1.18948286096	-1.47719697567	-1.71557588994	-2.49380024467	-2.52941419994	-2.1749145242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.4169324316	22.9735760702	10.15708182	9.59343659085	9.39045859132	7.69266639819	6.52103951768	3.80232352376	3.70960210887	4.74288294751	3	6.4411	0.5942	
EHD4	n/d	n/d	EH	n/d	n/d	n/d	0	IPI00005578.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	198	1	61175	5	3	3	2	0	0.892666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1152905&representative=IPI00005578.1	72381077.115	62258928.691	37058121.685	32184372.965	24961590.328	20698686.079	17702512.351	13266745.355	15013907.061	12019694.693	P0140753A	1.0	0.860155	0.511986	0.444652	0.344863	0.285968	0.244574	0.18329	0.207429	0.166061	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.217331437884	-0.965823733894	-1.16925142013	-1.53590474307	-1.80607437734	-2.03165705188	-2.44780001792	-2.26931048795	-2.59021480372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5350688049	20.2438016794	12.0496333904	10.4649096472	8.11638579121	6.73028117923	5.75606032414	4.31374852644	4.88184688312	3.90826377402	3	6.4451	2.4634	
RPL26	n/d	n/d	KOW	n/d	n/d	n/d	0	IPI00433834.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	124	1	17258	6	4	4	2	0	0.7445	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1171806&representative=IPI00433834.2	211451646.177	201913742.705	109201688.142	109879491.983	117281193.948	90937976.206	90534001.492	65579553.059	77722703.173	67327959.142	P0140753A	1.0	0.954893	0.516438	0.519644	0.554648	0.430065	0.428155	0.31014	0.367567	0.318408	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0665890130666	-0.953332935461	-0.944404501103	-0.850355620296	-1.21737336975	-1.22379492151	-1.68900848677	-1.44392084696	-1.65105151084	0.0	0.132	0.126	0.148	0.307	0.151	0.063	0.056	0.166	0.145	18.5186634018	17.6833460744	9.56374349487	9.62310468411	10.2713362291	7.96423107714	7.9288514909	5.7433729701	6.80685444998	5.8964961277	4	7.4011	0.8874	
OSBP	n/d	n/d	PH	n/d	n/d	n/d	0	IPI00024971.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	152	1	89421	3	3	3	0	0	0.915333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=60453&representative=IPI00024971.1	79269008.972	68910270.559	39302174.789	35802026.748	9722998.372	8493434.403	3541464.944	2740137.069	2851892.943	3490656.669	P0140753A	1.0	0.869322	0.495808	0.451652	0.122658	0.107147	0.044677	0.034568	0.035977	0.044036	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.202037439416	-1.01214654499	-1.14671649756	-3.02728676247	-3.22233663821	-4.48432387572	-4.85441905373	-4.79678129962	-4.5051727618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.193035113	27.1167826755	15.4657429695	14.0884046861	3.82608327712	3.34223930636	1.3935968392	1.07826744545	1.12224434067	1.37360334708	3	6.4229	0.2161	
SLITRK4	n/d	n/d	LRR_TYP, LRRNT, LRRCT, LRR	transmembrane	n/d	n/d	0	IPI00217146.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	653	1	94331	16	11	12	4	0	0.851166666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1152409&representative=IPI00217146.1	441267050.74	433632606.619	86111810.668	89205936.122	32741996.787	30110950.673	15813696.514	12169931.185	14644400.445	15482690.855	P0140753A	1.0	0.982783	0.194723	0.200931	0.073916	0.06786	0.035675	0.027908	0.033523	0.03508	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0250551924455	-2.36050479467	-2.31522793203	-3.75796950305	-3.88129475973	-4.80894276007	-5.16317745102	-4.89870492703	-4.83320744199	0.0	0.077	0.061	0.09	0.04	0.039	0.027	0.026	0.027	0.025	37.67709894	37.025240375	7.35256168573	7.61675016449	2.79563917217	2.57099021054	1.35023498167	1.03911611026	1.25039593044	1.32197242967	11	7.1105	0.3517	
RPL32	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00005589.1	IPI00878895.1	P0140753A	46386	QV1_46386	R1	s01	F1	62	1	15860	3	1	1	2	0	0.881	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1168730&representative=IPI00005589.1	39589185.392	36316090.652	15891600.25	15246424.642	17745472.936	14007589.442	7880970.043	6244591.984	5942101.188	7094875.643	P0140753A	1.0	0.917324	0.401413	0.385116	0.44824	0.353824	0.199069	0.157735	0.150094	0.179212	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.124496709339	-1.31684075489	-1.37663503241	-1.15765669721	-1.49889618505	-2.32865951988	-2.66442527798	-2.73606178844	-2.48026085168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.8548127722	21.8825806731	9.57562386953	9.1868676175	10.6926912047	8.44039654316	4.74874799716	3.76273396743	3.58046547081	4.27507988432	1	7.0359	n/d	
GCLM	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00010090.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	43	2	30727	1	1	1	0	0	0.642	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=22877&representative=IPI00010090.1	24978958.531	22272708.277	3716779.378	3332433.512	850184.139	425822.007	317390.035	0.0	79163.823	40812.05	P0140753A	1.0	0.891659	0.148796	0.13341	0.034036	0.017047	0.012706	0.0	0.003169	0.001634	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.165436013741	-2.74859235109	-2.90606128436	-4.87679469209	-5.8743383195	-6.29834626552	n/d	-8.30175662494	-9.25737630118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.5939341323	39.7625739528	6.63541734781	5.94926006823	1.5177996892	0.760202972781	0.566623716416	0.0	0.141328002292	0.0728601181369	1	5.707	n/d	
CTPS	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00290142.5	 	P0140753A	46386	QV1_46386	R1	s01	F1	470	1	66690	11	9	9	2	0	0.846555555556	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1153184&representative=IPI00290142.5	485734121.506	393646917.212	213901977.708	188648355.902	220765369.061	180983978.632	151443428.465	108414395.753	89241680.466	109087273.927	P0140753A	1.0	0.810145	0.442814	0.391592	0.458079	0.374914	0.314445	0.225286	0.184867	0.225639	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.30374794978	-1.17522725982	-1.35257680308	-1.12633166888	-1.41536839529	-1.66912039946	-2.15017043226	-2.43544037791	-2.14791164664	0.0	0.054	0.165	0.16	0.163	0.12	0.128	0.083	0.08	0.087	22.6780658382	18.3786773675	9.98670449244	8.80765761759	10.3071440788	8.44982141741	7.07062545007	5.06167612246	4.16653600295	5.09309161265	9	7.2628	0.2923	
