clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
NOTCH2	n/d	n/d	NL, EGF_CA, EGF, ANK	transmembrane	n/d	n/d	0	IPI00297655.4	 	P0140723A	46383	QV1_46383	R1	s01	F1	254	1	265405	7	4	5	1	0	0.858	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=1148714&representative=IPI00297655.4	230630601.327	233070128.92	197545954.093	229409710.766	129677443.087	137400540.242	31170761.537	27860410.922	23887482.03	25313006.176	P0140723A	1.0	1.010578	0.856826	1.000701	0.56381	0.59576	0.133634	0.119754	0.103575	0.109489	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0151806783434	-0.222925836202	0.00101097491834	-0.826719028433	-0.747196832225	-2.90364098086	-3.0618542495	-3.27125227457	-3.19114216061	0.0	0.078	0.147	0.23	0.103	0.092	0.088	0.084	0.058	0.057	18.2177557852	18.4104566569	15.6043644136	18.121316345	10.2433587539	10.8534143886	2.46221151076	2.20072340501	1.8868975385	1.99950120258	4	6.7905	0.16	
OLA1	n/d	n/d	YchF-GTPase_C, MMR_HSR1	n/d	n/d	n/d	0	IPI00916847.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	262	1	46938	5	5	5	0	0	0.8304	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=1154731&representative=IPI00916847.1	135762976.391	149952820.379	200030044.294	190609806.791	155315115.74	155875075.274	9534723.665	11512475.436	7453442.275	8067650.563	P0140723A	1.0	1.104519	1.473377	1.40399	1.145305	1.148141	0.070231	0.084798	0.0549	0.059425	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.143418236231	0.559126626871	0.48953266	0.195731845826	0.199299826255	-3.83174821232	-3.55982595121	-4.18705004054	-4.07278619161	0.0	0.076	0.101	0.191	0.15	0.188	0.06	0.071	0.048	0.056	13.2566256345	14.6421981562	19.5320070563	18.6121645095	15.1658014539	15.2204789081	0.931021590091	1.12413988731	0.727794105245	0.787768698849	5	6.7693	0.2778	
FAM105B	FAM105B isopeptidase	PROTEASE	n/d	n/d	n/d	Cysteine	0	IPI00101734.5	 	P0140723A	46383	QV1_46383	R1	s01	F1	65	2	40263	1	1	1	0	0	0.574	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=7546&representative=IPI00101734.5	706652.262	491019.433	712180.517	955725.609	212350.076	193289.943	245871.408	303343.683	59380.053	45770.16	P0140723A	1.0	0.694853	1.007823	1.352469	0.300502	0.273529	0.347938	0.429269	0.08403	0.06477	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.525220294896	0.0112422862142	0.435595526356	-1.73455350202	-1.87023429683	-1.52309784359	-1.2200461037	-3.57295170564	-3.94853044569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0012048167	12.508190885	18.142031155	24.3460799056	5.40938933683	4.92385298973	6.26330914366	7.72735341152	1.51264285641	1.16594549959	1	5.4934	n/d	
EEF1A1	n/d	n/d	n/d	n/d	DUB*	n/d	0	IPI00396485.3	 	P0140723A	46383	QV1_46383	R1	s01	F1	1457	1	50141	48	16	31	17	0	0.878161290323	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=1161205&representative=IPI00396485.3	1227267205.92	1367170902.66	1867541221.32	1822217046.45	1350932284.97	1285344609.5	66366713.519	74429511.761	56655299.336	51875842.28	P0140723A	1.0	1.113651	1.517834	1.484651	1.101238	1.048881	0.053123	0.059035	0.044177	0.040112	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.155297186488	0.602014017056	0.570123833555	0.139126298433	0.0688510073256	-4.23451956788	-4.08228565301	-4.50056073921	-4.63982228849	0.0	0.131	0.209	0.139	0.157	0.164	0.074	0.073	0.082	0.072	13.383793764	14.9094942919	20.3662140008	19.8719374438	14.7324062795	14.017148903	0.723753068807	0.811680806394	0.617846576761	0.565724865016	16	8.8328	0.1711	
SURF4	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00005737.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	240	1	30394	3	3	3	0	0	0.940666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=27665&representative=IPI00005737.1	31533167.521	34116845.83	56406003.456	52806223.962	41554081.529	41901110.052	47651202.632	41235424.745	28308529.098	25526472.844	P0140723A	1.0	1.081935	1.788783	1.674625	1.31779	1.328795	1.511145	1.307684	0.897738	0.809512	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.11361382819	0.838978382464	0.743838067982	0.398120484081	0.410118549839	0.595642099116	0.387013957723	-0.155633631271	-0.304875628057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86286687131	8.50711292013	14.0649649491	13.1673517642	10.361604517	10.4481368667	11.8819354987	10.2821467249	7.05879596371	6.36508392419	3	6.0799	1.2249	
PDCD4	n/d	n/d	MA3	n/d	n/d	n/d	0	IPI00290110.5	 	P0140723A	46383	QV1_46383	R1	s01	F1	100	2	51721	1	1	1	0	0	0.823	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=27252&representative=IPI00290110.5	7213975.353	8147401.069	8721878.017	11158914.913	5940012.841	5316553.413	0.0	29048.529	0.0	0.0	P0140723A	1.0	1.129391	1.209025	1.546847	0.823404	0.73698	0.0	0.004027	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.17554503979	0.273844076682	0.629330505606	-0.280327637768	-0.440302626574	n/d	-7.95607881238	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5046613268	17.5108297557	18.7455263111	23.9833362376	12.7665930184	11.4266206995	0.0	0.0624326508129	0.0	0.0	1	5.7386	n/d	
GPR141	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00878155.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	59	2	42195	1	1	1	0	0	0.925	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=5024&representative=IPI00878155.1	20740449.129	20329846.416	20685521.752	23130241.608	19854240.532	19149197.049	9550849.137	12478016.141	10574110.158	11361148.908	P0140723A	1.0	0.980203	0.997352	1.115224	0.957271	0.923278	0.460494	0.601627	0.50983	0.547777	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0288475326342	-0.0038253234347	0.157333513941	-0.0630006905421	-0.115162984574	-1.11874573602	-0.733058780711	-0.971911826318	-0.868339403292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3562715099	12.111651995	12.3235481306	13.7800075409	11.8283063742	11.4082716562	5.68998695993	7.43386772314	6.29960206144	6.76848604863	1	6.5943	n/d	
ATP6V1H	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00296191.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	155	1	55883	2	2	2	0	0	0.8895	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=21963&representative=IPI00296191.1	42198882.524	45361043.114	62216687.376	63025319.103	51985027.945	50681974.015	6109529.289	5638562.069	3973452.075	4807844.041	P0140723A	1.0	1.074935	1.474368	1.493531	1.231905	1.201026	0.144779	0.133619	0.09416	0.113933	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.104249424454	0.560096663858	0.578727182799	0.300891004967	0.264267383071	-2.78807573827	-2.90380292797	-3.4087418694	-3.13374241948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5592539657	13.5003778902	18.5169637422	18.7576291489	15.4718117951	15.0839961881	1.81832137161	1.67815185593	1.18258092977	1.43091311254	2	6.5674	0.2274	
RDH11	RDH11	OXIDOREDUCTASE	n/d	transmembrane	n/d	C1 alcohol dehydrogenase	0	IPI00339384.5	 	P0140723A	46383	QV1_46383	R1	s01	F1	101	1	35386	3	3	3	0	0	0.886333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=33172&representative=IPI00339384.5	67764142.525	68648219.899	87466746.441	93407882.977	55354047.828	56359504.657	1139639.945	2007944.183	1664305.569	1899309.942	P0140723A	1.0	1.013046	1.290753	1.378426	0.816863	0.831701	0.016818	0.029631	0.02456	0.028028	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0186996849635	0.368212951251	0.463021819181	-0.291833957513	-0.265863128236	-5.89385003957	-5.07674887395	-5.34754562907	-5.15698738843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5525168792	15.7554210667	20.0744523535	21.4379998406	12.7042818089	12.9350437388	0.261558234494	0.460842336891	0.381973998188	0.435909742692	3	6.3632	1.3127	
KIAA0859	MTL13	MT	n/d	n/d	n/d	Seven Beta Strand	0	IPI00514340.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	62	2	78768	2	1	1	1	0	0.704	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=19736&representative=IPI00514340.1	1184151.017	1022526.995	1454160.608	1376723.359	805527.562	998763.208	79102.041	4341.78	0.0	0.0	P0140723A	1.0	0.863511	1.22802	1.162625	0.680257	0.843442	0.066801	0.003667	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.211713538969	0.296334057179	0.21738583638	-0.555848197674	-0.245639231104	-3.90398649001	-8.09118401861	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0989213968	14.7651004497	20.9978098887	19.8796303535	11.6316688225	14.4219557661	1.14221882342	0.0626944991614	0.0	0.0	1	4.8798	n/d	
INPP5D	n/d	n/d	SH2, IPPc	n/d	n/d	n/d	0	IPI00329213.2	 	P0140723A	46383	QV1_46383	R1	s01	F1	560	1	133292	20	13	14	6	0	0.793214285714	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=1148821&representative=IPI00329213.2	502364165.282	568172250.975	922303167.111	825126949.084	450923333.74	442101975.853	54250449.214	51870774.855	39680452.669	39812790.962	P0140723A	1.0	1.135429	1.83729	1.645741	0.903128	0.884682	0.105046	0.099434	0.07786	0.077785	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.18323749508	0.877579361093	0.718737308168	-0.146997620051	-0.176769124965	-3.25090686757	-3.33011694519	-3.68297384509	-3.68436421595	0.0	0.276	0.294	0.447	0.303	0.317	0.147	0.129	0.078	0.082	12.8923510704	14.581207487	23.6693957202	21.1755277155	11.5722066305	11.3458209711	1.39224866208	1.33117822874	1.01833363483	1.02172987973	13	7.1779	0.2328	
ABCC1	n/d	n/d	AAA	transmembrane	n/d	n/d	0	IPI00719178.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	1666	1	172610	34	26	28	6	0	0.889678571429	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=42575&representative=IPI00719178.1	1072212231.62	1099214508.2	1128021673.07	1257059332.36	1083363926.78	1042733848.21	51976496.991	58575236.245	44381339.144	43099426.922	P0140723A	1.0	1.021675	1.05121	1.171862	1.01009	0.972729	0.048069	0.054659	0.040989	0.039989	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0309363406432	0.0720509049755	0.22880268611	0.0144838442335	-0.0398901653309	-4.37874939899	-4.19339712414	-4.6086193965	-4.64425298547	0.0	0.167	0.06	0.09	0.085	0.09	0.056	0.056	0.046	0.042	15.5830350118	15.9754735692	16.3941435353	18.2695169953	15.7451085743	15.1546098668	0.755402287454	0.851305301611	0.645017787856	0.626387070496	26	7.9057	0.087	
APP	n/d	n/d	KU, A4_EXTRA	transmembrane	n/d	n/d	0	IPI00006608.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	240	1	86943	6	4	4	2	0	0.91975	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=1151464&representative=IPI00006608.1	82263440.799	88357409.232	97788726.476	112371130.029	77014552.466	79762775.01	49987897.481	54433333.039	58287580.687	65967022.695	P0140723A	1.0	1.074079	1.188726	1.365991	0.936194	0.969602	0.607656	0.661695	0.708548	0.8019	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.103100109447	0.249416213826	0.449947978285	-0.0951205759366	-0.0445354202235	-0.71867326389	-0.595761716802	-0.497062504248	-0.318505756585	0.0	0.186	0.383	0.36	0.198	0.259	0.162	0.181	0.29	0.235	10.7360747474	11.5313891661	12.7622558296	14.6653828204	10.0510504287	10.4097167131	6.5238433818	7.10401031831	7.60702223274	8.6092543618	4	6.5158	0.9533	
ITGA2	n/d	n/d	VWA, Int_alpha	transmembrane	n/d	n/d	0	IPI00013744.1	 	P0140723A	46383	QV1_46383	R1	s01	F1	926	1	129295	18	16	16	2	0	0.8366875	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46383&cluster_id=29562&representative=IPI00013744.1	553557211.901	592860672.548	600301021.286	678579973.762	576749198.596	566442998.924	248199817.647	250539072.701	137007605.585	144288217.883	P0140723A	1.0	1.070283	1.08589	1.225112	1.041228	1.022926	0.446662	0.451772	0.24635	0.260333	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0979923187886	0.118877966409	0.292913646745	0.0582860133568	0.0327017821365	-1.16274457305	-1.14633323698	-2.02121862324	-1.94156989448	0.0	0.09	0.104	0.146	0.113	0.121	0.137	0.143	0.126	0.124	12.7297672482	13.6336013873	13.8047018728	15.604828082	13.2630971124	13.0260926615	5.70767725858	5.76147146762	3.15066788551	3.318095024	14	7.2964	0.1223	
